ROW_UNO,TRAN_UNO,TRUST_UNO,TRAN_TYPE,TRAN_DATE,PERIOD,GL_AUDIT_NUM,SIGN,AMOUNT_TYPE,AMOUNT,HOLD_DATE,REMARKS,HELD,DRUNO,BAL_ZERO_NO_FCA,TRX_TYPE_CODE,WITHHOLD_TAX,REF_NUMBER,MATURITY_DATE,AUTH_UNO,INT_CLEAR_DAYS,ADJ_TRAN_DATE,TC_AMOUNT,TC_CODE,BANKREC_DTX_UNO,SESSION,EI_ID,LAST_MODIFIED
1436,1436,45,CR,2018-01-01 00:00:00.000,201801,-25491,1,I,4561.2100000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,4561.2100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1437,1437,45,CR,2018-01-01 00:00:00.000,201801,-26079,1,P,2788.6200000000,NULL,Transfer Q4-2017 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2788.6200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1438,1438,45,TRA,2018-02-28 00:00:00.000,201802,-26359,1,P,-265000.0000000000,NULL,Withdrawal - wire transfer,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-265000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1439,1439,45,TRA,2018-03-15 00:00:00.000,201803,-26438,1,P,-18607.7300000000,NULL,Barclays Q1-18 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1440,1440,45,TRA,2018-03-15 00:00:00.000,201803,-26478,1,I,-209.2800000000,NULL,Q1-2018 Barclays interest payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-209.2800000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1441,1441,45,CR,2018-04-01 00:00:00.000,201804,-26767,1,I,739.7300000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,739.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1442,1442,45,CR,2018-04-01 00:00:00.000,201804,-26768,1,I,3855.0900000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,3855.0900000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1443,1443,45,CR,2018-04-01 00:00:00.000,201804,-27220,1,P,2728.0000000000,NULL,Transfer Q1-2018 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2728.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1444,1444,45,TRA,2018-04-16 00:00:00.000,201804,-27479,1,P,-160000.0000000000,NULL,Withdrawal - wire transfer to BBT Bank,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-160000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1445,1445,45,CR,2018-04-30 00:00:00.000,201804,-27588,1,P,12500.0000000000,NULL,April 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1446,1446,45,CR,2018-05-31 00:00:00.000,201609,0,1,P,12500.0000000000,NULL,May 2018 Draw Deposit,N,1,NULL,DEP,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1447,1447,45,CH,2018-06-15 00:00:00.000,201806,0,-1,P,3715.4600000000,NULL,Barclays Q2-18 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,3715.4600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1448,1448,45,CH,2018-06-15 00:00:00.000,201806,0,-1,P,37.8300000000,NULL,Barclays Q2-18 interest payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,37.8300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1449,1449,45,CR,2018-06-29 00:00:00.000,201806,0,1,P,12500.0000000000,NULL,June 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1450,1450,45,CR,2018-07-01 00:00:00.000,201807,0,1,I,1654.5400000000,NULL,Q2-2018 Interest earned,N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,1654.5400000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1451,1451,45,TRT,2018-07-01 00:00:00.000,201807,0,1,P,2758.3100000000,NULL,Transfer Q2-2018 Interest Earned to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2758.3100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1452,1452,45,CR,2018-07-25 00:00:00.000,201807,0,1,P,23729.1700000000,NULL,2018 Required Capital refund to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,23729.1700000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1453,1453,45,CR,2018-07-31 00:00:00.000,201807,0,1,P,12500.0000000000,NULL,July 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1454,1454,45,CR,2018-08-27 00:00:00.000,201808,0,1,P,80000.0000000000,NULL,Suntrust Bank - check #1426,N,1,NULL,DEP,NULL,NULL,NULL,NULL,NULL,NULL,80000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1455,1455,45,CR,2018-08-31 00:00:00.000,201808,0,1,P,12500.0000000000,NULL,August 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1456,1456,45,CR,2018-09-25 00:00:00.000,201809,0,1,P,23729.1700000000,NULL,2018 Required Capital refund to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,23729.1700000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1457,1457,45,CR,2018-09-28 00:00:00.000,201809,0,1,P,12500.0000000000,NULL,September 2018 Deposit Draw,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1458,1458,45,CR,2018-09-28 00:00:00.000,201809,0,1,P,12500.0000000000,NULL,October 2018 Deposit Draw,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1459,1459,45,CR,2018-09-28 00:00:00.000,201809,0,1,P,12500.0000000000,NULL,November 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1460,1460,45,CR,2018-09-28 00:00:00.000,201809,0,1,P,75650.0000000000,NULL,September 2018 Supplemental Distribution Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,75650.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1461,1461,45,CR,2018-10-01 00:00:00.000,201810,0,1,I,2330.5200000000,NULL,Q3-2018 Interest Earned,N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,2330.5200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1462,1462,45,TRT,2018-10-01 00:00:00.000,201810,0,1,P,2560.1000000000,NULL,Transfer Q3-2018 Interest Earned to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2560.1000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1463,1463,45,CH,2018-11-30 00:00:00.000,201811,0,-1,P,20000.0000000000,NULL,Withdrawal,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,20000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1464,1464,45,CR,2018-12-14 00:00:00.000,201812,0,1,P,12500.0000000000,NULL,December 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1465,1465,45,CR,2018-12-21 00:00:00.000,201812,0,1,P,12500.0000000000,NULL,January 2019 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1466,1466,45,CR,2018-12-21 00:00:00.000,201812,0,1,P,12500.0000000000,NULL,February 2019 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1467,1467,45,CR,2018-12-21 00:00:00.000,201812,0,1,P,12500.0000000000,NULL,March 2019 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1468,1468,45,CH,2018-12-27 00:00:00.000,201812,0,-1,P,75000.0000000000,NULL,Withdrawal,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,75000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1469,1469,45,CR,2018-12-31 00:00:00.000,201812,0,1,P,60520.0000000000,NULL,December 2018 Supplemental Distribution Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,60520.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1470,1470,45,CR,2019-01-01 00:00:00.000,201901,0,1,I,4359.1200000000,NULL," Q4-2018 Interest Earned",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,4359.1200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1471,1471,45,TRT,2019-01-01 00:00:00.000,201901,0,1,P,2220.4200000000,NULL,Transfer Q4-2018 Interest Earned to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2220.4200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
